temperature,humidity,milk_yield,weight,heart_rate,activity_level,disease_label
38.77,76.29,8.65,413.4,86.79,66.84,1
39.42,80.5,12.52,458.04,93.79,34.96,1
39.01,69.0,18.92,496.52,64.98,71.27,0
38.41,59.82,21.08,454.68,63.91,81.47,0
40.23,89.42,13.01,455.62,94.33,23.07,1
38.04,54.74,20.52,439.36,63.76,72.13,0
39.97,79.02,6.53,300.0,86.21,45.4,1
38.23,62.91,28.16,566.2,59.01,61.19,0
38.67,59.43,27.57,478.0,64.02,73.52,0
40.04,75.47,9.11,436.58,82.31,40.68,1
38.27,54.87,28.81,496.87,70.55,74.96,0
38.64,57.71,25.95,516.02,68.07,73.21,0
39.68,82.11,9.8,460.95,83.18,48.73,1
40.27,69.26,13.32,452.12,71.6,39.36,1
40.31,84.93,11.12,411.06,68.76,23.03,1
38.1,58.59,20.29,470.14,66.48,73.45,0
38.38,51.88,24.07,478.6,67.29,72.15,0
38.11,53.72,18.97,450.43,69.0,71.77,0
38.53,63.35,24.45,500.41,60.14,96.69,0
38.33,67.94,24.9,538.1,62.91,76.84,0
40.81,93.02,7.58,415.62,95.28,32.93,1
40.66,80.02,8.38,398.22,71.38,27.96,1
40.19,93.15,8.87,379.78,68.32,45.2,1
38.57,59.93,25.73,534.09,62.23,68.11,0
40.7,78.93,11.08,440.62,87.02,50.84,1
38.42,54.58,27.17,456.4,71.79,84.46,0
39.24,70.65,15.87,525.71,51.24,24.05,1
38.29,64.81,22.09,491.43,66.29,74.65,0
38.7,42.91,18.29,489.08,68.38,77.77,0
38.59,52.1,23.66,407.85,62.1,73.2,0
38.75,64.85,22.97,536.28,67.12,59.52,0
40.31,71.63,8.13,416.98,71.57,43.13,1
38.14,67.5,23.35,515.05,68.19,64.56,0
37.91,52.37,18.17,431.19,75.22,67.54,0
38.49,51.26,19.64,434.28,61.78,76.48,0
39.78,85.78,8.45,385.1,91.12,35.84,1
39.94,84.75,10.33,437.48,85.93,34.01,1
39.95,62.7,12.51,481.09,68.77,22.9,1
39.43,74.77,4.07,445.01,91.73,31.1,1
38.12,59.81,15.64,452.07,71.3,58.78,0
38.31,55.97,20.64,445.75,64.73,87.84,0
38.26,65.38,20.75,468.23,67.35,85.15,0
39.97,63.96,4.6,487.36,81.51,40.47,1
39.89,64.01,9.84,460.27,78.77,27.82,1
40.15,70.9,13.19,446.06,67.74,60.55,1
38.45,100.0,8.66,505.33,96.03,54.05,1
40.32,68.18,15.73,400.8,82.02,39.2,1
39.17,92.27,7.24,446.63,99.55,47.31,1
38.94,58.45,26.6,488.74,80.7,84.7,0
38.58,63.99,16.62,444.15,63.09,78.99,0
38.75,52.37,16.67,503.7,72.14,85.7,0
41.57,75.27,8.53,362.52,100.41,44.19,1
39.16,81.32,3.3,439.52,78.69,51.83,1
38.42,71.82,26.69,450.53,68.41,75.23,0
38.53,76.45,26.21,432.95,62.84,63.59,0
39.27,94.48,10.21,408.2,78.24,52.34,1
38.58,73.86,18.51,481.77,68.68,83.58,0
40.07,86.85,7.72,376.43,98.46,45.51,1
39.32,79.4,13.31,434.55,62.82,22.95,1
39.84,83.57,11.47,551.13,86.95,42.78,1
38.71,49.06,25.06,537.15,66.07,63.18,0
40.31,99.93,8.82,431.44,79.19,45.16,1
39.78,73.03,4.11,442.49,80.97,56.62,1
37.89,64.38,23.43,525.77,61.93,64.43,0
38.76,61.39,18.92,407.16,68.1,85.4,0
39.12,63.14,25.02,526.94,78.42,82.42,0
37.62,49.44,22.32,499.66,71.7,84.25,0
38.33,67.62,21.29,460.9,63.48,83.9,0
40.57,97.85,9.92,356.7,86.79,42.18,1
39.34,76.58,11.84,356.13,80.62,55.95,1
39.03,94.65,10.74,367.94,94.04,56.13,1
39.42,49.18,19.73,506.75,78.53,74.54,0
39.85,76.26,11.61,395.38,95.69,33.47,1
38.44,48.65,23.41,392.15,67.91,66.68,0
39.98,91.52,5.52,473.87,94.31,33.47,1
38.97,56.63,20.87,442.36,65.41,74.78,0
38.32,68.61,23.0,359.69,58.54,60.88,0
37.92,65.38,26.77,500.03,73.11,76.98,0
39.78,95.18,10.15,441.27,87.45,45.25,1
39.58,79.95,3.32,405.92,78.15,36.98,1
40.29,81.7,11.57,340.08,84.19,28.69,1
39.17,60.85,22.44,512.56,69.79,81.13,0
39.18,73.85,8.47,510.2,80.78,43.64,1
38.59,60.01,19.68,475.39,61.65,67.72,0
38.58,50.48,25.3,471.44,66.28,72.06,0
39.27,64.52,8.77,373.21,76.14,28.5,1
38.75,90.78,11.6,458.57,80.78,56.39,1
39.21,58.79,22.47,481.3,71.46,77.26,0
39.1,67.16,20.59,434.96,73.59,76.63,0
40.78,78.63,15.01,469.03,82.19,35.13,1
40.02,86.78,13.76,491.51,100.56,52.83,1
39.12,83.45,5.86,383.71,89.57,37.22,1
39.03,50.0,19.98,482.71,73.52,77.33,0
38.16,49.23,22.65,488.86,63.41,80.31,0
40.18,89.4,16.73,405.39,80.89,44.57,1
38.26,63.36,17.31,489.72,73.19,73.53,0
39.27,55.97,6.8,360.04,99.55,52.4,1
38.63,71.94,18.61,524.67,67.08,59.14,0
38.42,57.43,25.66,455.67,70.53,67.17,0
37.69,58.01,22.57,529.51,78.93,69.95,0
38.44,65.42,24.33,525.11,69.88,84.25,0
40.29,71.13,2.56,414.39,89.53,13.31,1
39.89,80.19,12.23,450.12,83.66,36.59,1
38.71,57.42,24.69,506.2,64.33,74.49,0
39.61,83.57,7.29,428.68,93.26,50.21,1
38.88,84.55,7.83,371.82,94.34,42.05,1
38.63,54.36,23.5,486.42,68.65,96.14,0
39.11,61.87,20.03,534.22,64.91,78.66,0
40.78,65.05,6.79,387.11,75.28,40.45,1
40.13,79.26,9.19,418.52,93.15,40.34,1
39.45,63.03,16.94,460.34,83.26,50.68,1
38.66,67.07,20.11,510.75,68.08,80.47,0
38.31,58.07,24.25,489.72,73.41,72.94,0
39.48,72.27,22.15,489.98,68.63,74.07,0
38.97,66.23,14.52,500.72,68.81,68.27,0
40.04,72.67,10.08,416.26,79.05,61.68,1
39.45,70.67,8.93,465.69,97.72,53.25,1
37.64,64.94,17.3,469.75,68.13,80.93,0
39.15,59.96,20.25,476.76,59.24,85.74,0
40.67,69.63,5.97,473.74,93.53,40.15,1
38.96,55.12,21.31,472.74,74.76,79.42,0
38.92,78.84,12.68,429.67,82.74,36.91,1
40.34,75.24,14.55,403.83,78.84,28.64,1
38.23,65.91,21.42,518.31,73.42,72.05,0
38.14,66.78,24.27,418.78,68.94,72.55,0
38.64,58.78,27.16,464.26,74.87,77.56,0
38.61,55.89,23.25,443.49,65.87,64.71,0
38.37,76.8,18.12,479.34,61.75,85.32,0
38.16,61.6,24.62,534.5,69.09,91.46,0
38.09,68.06,25.3,497.01,74.81,77.58,0
39.66,83.71,10.08,454.65,98.16,36.35,1
38.18,53.71,20.35,504.12,71.16,74.24,0
37.64,62.48,11.59,371.48,94.84,35.62,1
38.75,51.04,20.54,486.89,68.49,75.89,0
39.13,54.38,18.1,448.81,64.3,72.43,0
38.21,57.04,23.41,481.09,59.64,67.62,0
39.11,85.7,12.3,376.76,73.75,53.62,1
38.46,65.93,20.92,472.88,69.97,83.55,0
38.21,61.58,24.16,501.77,82.12,71.36,0
38.88,62.61,24.5,487.25,65.31,82.76,0
38.5,64.69,22.42,436.06,75.87,75.86,0
39.66,74.83,9.57,422.07,76.68,40.18,1
38.74,45.91,17.39,473.52,70.53,80.59,0
38.48,59.17,24.04,496.42,67.91,72.06,0
39.3,80.25,3.7,413.91,74.59,48.65,1
39.03,70.47,12.13,451.65,80.2,24.52,1
38.06,56.17,24.06,485.55,64.99,79.72,0
38.74,63.58,23.08,416.09,72.21,65.7,0
39.03,74.76,6.81,441.28,77.29,46.35,1
39.13,73.48,13.39,429.03,79.66,47.54,1
38.84,60.21,2.93,343.29,79.47,70.1,1
39.95,77.62,8.17,449.0,97.23,38.55,1
39.36,79.49,7.56,363.17,80.88,47.51,1
40.8,73.53,5.38,360.98,66.46,46.85,1
40.46,60.44,6.77,340.26,76.36,57.89,1
38.82,72.35,26.02,498.5,67.93,79.95,0
37.67,59.36,26.43,415.36,71.75,63.93,0
38.75,59.85,18.99,519.78,63.1,66.22,0
38.6,57.99,23.99,442.0,63.83,59.91,0
40.46,54.15,11.52,436.31,95.56,28.92,1
39.55,79.5,4.75,397.72,82.65,42.16,1
39.08,68.32,24.99,430.86,68.58,65.32,0
39.53,82.19,5.65,424.64,66.08,41.71,1
37.88,59.14,19.81,427.71,65.58,73.01,0
38.87,45.31,20.84,579.41,64.14,72.52,0
39.77,86.31,11.1,430.5,80.7,40.96,1
40.28,75.28,12.98,482.93,88.42,22.59,1
38.09,70.54,21.31,497.95,64.31,82.97,0
39.91,84.47,2.08,396.02,88.65,30.18,1
38.91,69.82,24.05,485.97,73.91,77.73,0
39.87,73.2,14.09,436.65,91.13,45.04,1
37.9,60.74,22.67,507.95,65.29,69.64,0
39.2,58.33,23.66,441.34,67.9,67.82,0
37.75,68.58,24.37,490.77,64.32,74.74,0
39.49,64.46,21.24,394.7,68.79,68.02,0
38.11,58.56,22.64,479.76,70.29,72.78,0
39.9,61.75,12.07,381.16,96.06,36.87,1
38.73,63.9,20.79,532.41,64.75,78.19,0
38.61,71.77,29.86,409.16,60.64,77.7,0
37.97,48.96,23.57,487.05,73.12,75.07,0
38.16,70.72,29.24,477.48,57.11,77.15,0
39.67,72.07,14.76,439.17,75.97,26.61,1
38.14,53.32,23.17,527.79,71.14,73.82,0
38.89,54.65,17.78,511.34,63.36,76.1,0
39.25,73.35,11.39,428.46,56.89,40.36,1
37.72,67.46,22.95,501.45,79.62,70.07,0
40.62,90.43,11.34,430.98,93.08,45.57,1
38.92,60.54,24.85,543.94,71.0,85.82,0
39.5,75.35,11.68,483.63,79.45,52.74,1
40.01,75.68,3.14,446.77,69.4,39.16,1
38.94,56.71,24.08,517.18,68.62,80.62,0
39.24,49.04,18.94,454.63,62.07,71.6,0
37.99,61.32,24.12,438.39,69.69,71.57,0
37.96,51.42,23.47,528.81,71.77,77.67,0
38.1,61.52,27.92,479.68,66.58,69.95,0
38.37,54.85,23.8,429.42,68.38,67.85,0
38.58,52.48,26.57,380.08,68.47,58.14,0
38.96,75.08,25.03,518.41,66.63,70.87,0
38.62,73.12,19.53,480.51,67.77,72.58,0
38.85,61.84,27.14,496.39,74.29,85.51,0
38.29,65.58,19.88,463.06,71.52,84.53,0
39.46,86.1,5.89,374.43,88.9,54.59,1
38.11,68.28,20.81,473.19,66.03,58.8,0
38.6,74.18,23.39,529.21,70.68,74.09,0
38.94,60.15,22.1,480.34,59.13,78.52,0
37.97,67.47,20.31,487.14,61.33,72.03,0
39.22,82.15,12.74,371.62,73.69,26.43,1
38.71,59.83,23.89,450.73,69.37,82.19,0
38.29,67.65,19.7,529.17,70.38,76.07,0
38.64,61.87,19.65,511.31,65.19,64.24,0
38.29,66.72,23.6,432.43,61.32,79.25,0
38.21,39.27,23.6,401.24,61.05,78.59,0
38.75,65.25,18.05,436.32,66.28,57.26,0
39.2,100.0,12.37,409.17,78.41,41.55,1
39.88,77.67,6.74,321.11,84.37,50.88,1
39.73,72.6,11.99,523.75,76.44,32.33,1
40.29,76.28,11.99,428.56,96.98,32.02,1
40.44,70.34,9.79,457.05,99.36,57.93,1
38.87,62.81,21.86,419.99,66.96,84.82,0
40.68,54.46,14.44,308.54,87.89,39.16,1
39.59,74.61,27.28,476.56,56.9,82.01,0
37.87,49.36,19.59,478.62,63.03,74.26,0
39.88,79.81,11.93,467.51,83.49,54.83,1
38.4,58.59,20.44,535.73,67.77,64.34,0
39.24,67.86,17.05,431.65,73.72,50.88,1
40.04,72.9,8.35,500.75,102.05,50.89,1
38.6,62.94,26.73,450.59,70.38,75.16,0
37.92,52.01,22.72,501.51,67.38,71.54,0
39.99,84.32,7.54,495.44,88.22,49.09,1
39.42,87.71,8.73,423.93,98.25,40.21,1
38.25,58.98,20.57,470.06,69.22,82.74,0
39.41,70.12,8.04,434.88,73.14,28.41,1
41.48,77.9,11.18,480.05,78.99,31.44,1
38.13,59.51,19.42,436.39,66.01,75.47,0
40.62,89.38,8.51,357.7,82.54,35.96,1
38.85,49.63,20.04,425.13,63.94,82.43,0
39.78,68.91,6.05,438.83,95.97,42.75,1
38.96,62.56,22.4,546.61,64.51,73.35,0
40.84,81.78,16.17,419.06,79.9,57.09,1
38.83,54.27,23.5,520.38,67.8,65.08,0
38.53,56.77,21.1,518.27,78.34,72.39,0
39.0,76.96,10.26,468.89,90.62,19.48,1
38.97,76.18,5.98,399.19,96.31,30.44,1
38.72,60.71,20.95,503.44,62.63,74.45,0
38.03,63.88,16.89,514.49,77.04,69.97,0
38.27,58.93,22.95,519.91,67.82,81.67,0
38.51,66.35,21.38,464.11,69.55,72.93,0
37.68,77.37,23.06,468.1,74.82,86.8,0
38.8,60.05,19.82,513.26,71.49,59.39,0
38.16,56.1,23.17,466.93,72.44,72.56,0
40.44,85.91,11.03,428.92,85.38,29.66,1
38.69,60.61,20.61,513.79,62.05,76.54,0
38.53,65.08,19.79,465.97,69.95,74.98,0
38.26,48.03,28.91,475.41,63.01,74.34,0
38.0,60.17,23.28,514.91,74.95,63.28,0
39.79,87.67,16.43,437.77,89.48,47.32,1
39.76,94.17,2.97,495.86,79.94,47.18,1
38.55,59.85,17.35,499.86,64.16,78.46,0
37.99,60.27,18.82,437.8,63.45,84.44,0
38.86,76.49,25.25,535.74,72.45,67.57,0
38.23,53.51,20.42,514.1,71.13,70.37,0
38.51,59.06,23.45,491.17,64.1,64.84,0
39.53,73.19,6.09,446.42,92.78,31.33,1
37.82,57.12,19.5,479.03,76.27,84.5,0
38.57,69.32,21.28,537.89,58.73,75.52,0
38.51,58.7,20.88,523.2,68.57,72.74,0
39.34,56.93,22.14,506.65,67.24,75.82,0
38.66,52.81,19.52,492.3,72.64,83.5,0
38.1,52.49,23.26,499.87,65.76,84.37,0
41.13,59.84,8.19,381.33,93.5,25.83,1
38.89,59.8,22.55,466.38,66.3,70.38,0
38.1,62.94,20.65,455.54,67.95,73.12,0
39.9,77.35,14.83,371.68,85.96,35.81,1
38.29,50.13,16.1,526.38,68.41,80.72,0
39.08,53.85,27.0,437.66,73.19,68.3,0
40.12,74.78,14.57,503.19,76.49,28.11,1
40.04,57.99,25.82,512.43,67.29,69.72,0
39.44,86.05,5.37,403.66,95.69,42.72,1
38.59,61.28,19.87,451.41,70.94,71.13,0
39.85,92.34,11.62,426.45,91.61,32.04,1
40.53,81.46,9.39,438.27,103.69,46.19,1
39.61,88.48,8.1,466.37,96.79,30.88,1
39.36,76.16,14.42,488.19,104.94,32.91,1
39.06,52.34,25.99,491.66,76.12,72.13,0
39.59,78.91,2.75,376.97,93.35,11.34,1
39.89,68.22,6.43,376.57,85.77,48.45,1
38.46,77.85,21.15,410.17,71.64,86.43,0
39.53,79.36,9.87,419.2,80.77,40.23,1
38.93,64.98,25.83,456.43,69.66,65.04,0
38.75,61.55,26.31,506.48,64.64,82.19,0
38.31,50.05,24.46,481.36,71.78,74.53,0
40.17,68.12,17.81,414.89,81.64,33.96,1
39.1,99.86,14.29,392.97,77.86,32.92,1
39.13,73.82,21.01,406.25,68.42,82.36,0
38.43,47.14,25.55,453.27,71.3,78.53,0
40.05,70.66,17.37,367.57,86.84,33.81,1
38.3,80.47,21.27,503.3,64.47,86.73,0
38.12,55.23,18.88,496.17,67.68,59.47,0
38.1,51.28,22.57,554.75,72.82,77.99,0
38.46,61.95,25.69,456.09,60.67,82.68,0
37.89,58.9,22.14,553.97,63.39,89.77,0
38.3,64.8,18.61,387.35,67.28,63.36,0
38.39,71.59,22.86,511.31,64.81,77.88,0
39.34,52.32,26.44,415.54,67.65,85.45,0
38.47,73.91,21.02,476.69,66.86,71.18,0
38.65,61.22,25.18,507.21,74.8,68.19,0
38.78,69.12,17.93,488.77,60.98,72.26,0
39.52,74.75,12.15,454.37,97.71,37.93,1
38.34,55.34,27.82,433.74,60.82,83.25,0
38.09,66.28,19.29,522.97,76.61,69.95,0
38.38,57.04,25.84,418.91,61.62,66.36,0
38.8,67.42,24.01,408.28,65.44,61.87,0
39.57,79.74,9.99,356.13,61.58,39.04,1
39.81,79.51,10.54,432.66,75.1,33.12,1
38.02,48.17,22.98,491.09,67.74,75.74,0
38.72,39.17,22.06,489.84,66.5,90.62,0
38.41,56.57,24.58,461.61,59.26,74.82,0
38.77,56.73,30.61,488.93,65.2,70.48,0
38.1,55.1,22.18,417.48,71.44,68.92,0
38.7,62.66,21.47,470.29,60.45,88.54,0
39.92,75.53,11.18,443.51,94.31,39.02,1
39.98,89.79,13.0,413.24,92.93,5.0,1
38.11,53.63,18.27,417.37,71.67,70.14,0
38.65,61.48,15.26,466.98,67.76,73.8,0
41.36,84.3,5.98,447.85,90.37,34.71,1
39.3,67.41,23.94,495.49,74.67,64.42,0
38.78,57.67,21.65,480.91,68.54,78.52,0
38.62,67.35,21.16,457.13,59.56,65.85,0
39.06,74.43,23.47,471.36,69.48,81.28,0
38.45,85.98,8.63,363.38,77.94,41.5,1
39.25,55.63,14.09,484.14,67.02,73.73,0
38.53,69.19,16.22,476.48,62.01,73.17,0
39.32,100.0,3.65,442.01,96.11,33.84,1
38.62,72.17,20.0,399.7,61.69,67.72,0
39.29,66.26,7.07,359.17,77.55,12.09,1
37.44,51.27,22.68,435.15,66.37,78.09,0
39.25,57.53,7.06,420.08,82.37,33.86,1
40.94,93.7,16.3,402.43,68.81,37.67,1
40.47,79.66,12.49,352.98,86.35,34.64,1
38.12,67.89,19.49,592.59,60.21,71.31,0
38.6,45.35,26.56,450.12,73.81,69.02,0
38.39,55.16,22.84,396.98,69.95,87.73,0
38.14,51.42,23.79,412.43,64.82,59.47,0
37.91,56.57,23.63,552.54,71.04,77.03,0
39.92,85.81,5.38,358.76,86.78,41.29,1
40.75,88.48,13.32,445.33,76.65,30.9,1
40.43,75.33,9.49,351.44,94.62,23.61,1
40.37,79.88,8.8,382.73,81.19,46.12,1
39.36,58.55,23.25,510.87,73.98,75.26,0
38.29,60.48,18.85,534.79,66.4,90.94,0
40.38,88.22,13.48,477.36,86.24,26.58,1
38.5,42.31,25.32,472.47,67.31,64.97,0
39.81,61.83,11.91,461.54,66.81,80.53,1
38.21,70.43,17.46,477.61,58.16,69.24,0
37.86,63.5,21.35,492.87,68.41,74.87,0
40.87,76.12,16.45,479.22,85.46,36.28,1
38.87,85.35,7.28,390.61,103.11,46.76,1
38.25,62.12,24.0,456.8,65.56,74.91,0
39.2,48.49,24.54,423.05,68.07,68.43,0
38.83,50.85,20.97,537.4,67.71,78.06,0
39.57,84.12,9.19,427.08,89.62,30.75,1
38.51,54.04,23.31,517.71,70.29,84.85,0
39.69,69.99,2.23,374.3,73.14,27.04,1
38.55,52.87,25.12,502.33,71.22,74.99,0
38.64,72.34,23.0,464.28,67.42,65.47,0
38.22,57.9,22.77,563.0,64.98,69.26,0
39.91,78.34,10.18,378.38,97.24,53.13,1
40.03,63.57,10.7,504.94,75.34,12.77,1
38.29,51.17,22.08,531.02,69.14,77.11,0
38.57,58.37,26.14,472.7,68.38,84.75,0
39.39,70.38,8.43,429.63,89.33,40.41,1
40.62,59.2,7.61,413.24,96.63,50.88,1
38.53,69.75,19.22,446.87,57.04,70.62,0
38.87,58.47,23.71,517.5,66.81,60.78,0
39.4,61.15,22.37,531.24,71.01,68.8,0
38.79,53.36,23.53,472.37,70.25,80.4,0
39.2,85.8,13.11,422.21,93.26,33.23,1
39.53,88.85,6.05,445.76,82.33,41.34,1
38.14,76.13,10.43,492.58,90.21,37.11,1
38.89,69.57,19.31,489.03,64.72,87.64,0
38.57,76.59,21.58,449.5,63.72,71.01,0
38.42,55.59,18.95,507.71,58.9,73.07,0
39.04,74.87,11.95,355.8,96.55,45.84,1
40.04,72.11,9.64,375.86,67.58,36.31,1
40.6,100.0,14.97,313.99,71.93,36.03,1
39.85,91.99,9.74,410.25,73.76,39.62,1
40.2,86.78,9.44,381.42,91.12,32.93,1
38.47,53.82,24.93,491.81,61.26,81.59,0
38.41,45.85,24.81,500.01,69.16,72.94,0
38.21,66.13,23.16,468.8,71.73,65.64,0
40.05,98.51,15.63,447.78,96.85,64.21,1
39.17,73.56,21.79,473.57,62.37,64.43,0
38.57,52.05,19.05,493.76,66.69,95.48,0
38.32,47.14,21.16,432.92,70.26,77.57,0
40.13,74.72,9.0,456.49,81.17,31.39,1
39.55,70.49,15.97,437.09,85.66,37.09,1
40.16,76.83,2.77,428.62,80.03,26.06,1
40.55,81.39,7.97,372.04,97.72,44.87,1
40.76,80.52,15.74,492.98,84.96,40.86,1
38.19,55.09,24.93,461.69,68.02,83.72,0
38.28,51.95,25.54,518.48,59.86,69.41,0
38.19,59.71,21.15,487.66,77.01,83.79,0
40.31,63.54,9.42,354.29,85.69,34.24,1
38.23,58.82,19.36,510.43,70.27,72.69,0
38.37,63.27,18.1,508.88,78.27,71.78,0
40.59,73.99,15.7,352.81,55.27,40.82,1
40.26,80.29,9.54,402.68,76.13,49.95,1
38.61,57.88,17.03,490.48,67.16,59.28,0
38.56,65.33,23.3,483.25,66.83,83.49,0
38.66,63.78,14.4,469.85,68.68,81.22,0
39.08,74.44,13.13,450.87,76.6,37.15,1
40.61,71.44,8.28,451.24,74.61,30.02,1
41.0,67.11,9.31,394.88,99.44,45.62,1
38.38,55.65,18.45,432.52,68.44,58.12,0
38.91,75.67,9.39,467.94,94.76,30.01,1
38.04,65.35,18.48,353.18,63.7,59.53,0
38.75,56.09,19.77,432.83,68.75,86.14,0
39.81,70.93,10.49,418.7,74.49,38.84,1
38.63,51.81,20.22,517.98,60.09,82.66,0
39.68,70.77,13.57,487.78,91.47,55.69,1
39.08,82.36,13.81,414.3,83.97,31.83,1
39.56,82.8,7.7,381.5,73.34,51.24,1
39.26,52.53,23.95,532.14,73.6,73.77,0
38.6,54.25,18.63,472.84,71.3,76.6,0
39.26,100.0,5.24,426.24,74.82,69.28,1
38.17,73.69,17.65,460.1,67.59,76.06,0
38.78,63.42,25.59,477.7,60.97,76.61,0
37.36,63.23,27.69,468.67,74.14,79.78,0
38.13,58.89,18.47,461.92,66.47,86.33,0
40.84,95.46,8.55,461.99,97.89,34.56,1
40.24,83.84,7.94,411.09,66.05,57.42,1
38.34,52.78,19.19,425.9,66.91,75.44,0
38.36,57.54,22.61,425.66,66.13,77.95,0
38.68,70.32,22.52,451.04,67.31,66.97,0
38.57,53.42,21.48,402.53,71.8,94.53,0
38.63,58.93,20.87,496.71,71.58,68.55,0
38.7,81.45,12.56,433.82,82.15,22.11,1
38.83,56.89,18.26,465.18,72.91,75.35,0
38.97,50.89,23.01,461.65,62.76,78.6,0
39.75,66.64,9.57,411.68,89.33,44.12,1
38.26,68.01,17.11,489.74,68.17,79.65,0
38.45,74.83,22.37,477.62,72.08,74.15,0
40.41,76.4,12.28,382.45,80.65,43.48,1
39.47,89.38,17.22,473.85,82.88,33.25,1
38.46,49.39,20.09,528.1,71.12,67.28,0
38.66,72.9,25.41,454.01,58.96,80.48,0
38.01,61.36,22.16,426.08,61.0,82.65,0
39.87,90.66,12.04,372.65,87.48,30.73,1
37.84,57.21,20.63,480.09,66.73,78.68,0
38.31,51.64,23.23,453.2,79.39,79.17,0
38.8,61.91,20.93,436.93,64.93,55.06,0
38.83,65.8,18.41,452.55,64.78,82.81,0
40.51,90.88,6.01,439.52,79.73,31.18,1
38.75,62.84,22.38,499.57,66.19,85.83,0
38.71,57.98,20.35,505.33,68.31,76.46,0
38.01,68.71,22.01,466.54,64.58,63.7,0
39.78,78.18,4.0,442.55,83.3,48.71,1
38.75,64.74,25.99,495.19,68.34,70.31,0
40.03,62.97,8.3,404.48,78.13,39.42,1
39.24,71.06,9.5,389.7,93.98,40.53,1
38.54,58.96,23.54,442.08,69.21,75.93,0
38.09,78.68,14.18,400.39,79.28,35.3,1
38.48,45.59,23.17,463.63,73.98,59.29,0
38.29,59.99,28.14,446.44,66.85,86.55,0
38.0,61.09,22.17,470.37,70.83,82.66,0
38.65,60.19,22.89,488.19,67.49,59.8,0
38.41,61.56,27.96,441.35,67.66,71.24,0
37.89,47.19,21.15,475.98,66.08,60.29,0
38.76,60.15,26.47,531.65,66.71,70.78,0
38.73,68.88,22.99,515.45,70.77,64.04,0
39.25,47.33,17.99,454.95,68.03,61.39,0
39.37,68.73,8.86,440.01,84.65,44.45,1
37.84,68.9,25.58,495.37,61.12,64.28,0
39.86,96.64,6.82,362.53,101.65,32.13,1
38.62,60.0,23.32,444.87,64.96,75.74,0
39.11,64.35,21.19,480.03,64.46,70.62,0
40.45,58.15,11.36,335.27,82.58,33.72,1
39.68,59.88,11.06,428.2,85.13,39.08,1
38.8,55.96,19.34,491.89,65.26,71.14,0
38.74,64.66,20.48,488.97,65.82,74.94,0
38.41,60.32,26.02,448.36,60.02,81.7,0
38.77,57.08,22.25,478.2,67.07,74.3,0
40.08,73.29,13.27,406.41,73.87,26.68,1
38.42,64.01,13.03,476.21,56.99,68.46,0
38.21,58.23,20.67,527.28,74.44,81.63,0
38.58,73.03,17.18,498.31,64.73,81.54,0
38.71,60.56,23.92,495.25,59.49,60.99,0
38.7,61.45,19.46,519.16,67.15,85.66,0
38.98,47.57,18.54,393.21,67.48,74.67,0
38.68,57.14,18.28,498.94,56.43,75.79,0
40.54,100.0,9.23,382.73,81.37,51.53,1
39.11,81.85,7.26,413.33,99.74,44.04,1
38.05,55.81,16.99,502.08,53.83,89.97,0
39.79,75.79,9.22,370.98,97.81,36.37,1
40.09,71.75,4.74,370.69,81.14,60.14,1
40.48,85.8,8.48,499.42,83.87,7.51,1
38.28,66.49,21.0,468.53,71.3,69.96,0
41.22,75.12,10.58,425.76,85.03,51.95,1
39.02,59.34,23.1,420.04,67.33,83.81,0
38.96,60.05,24.28,462.79,73.11,69.38,0
39.86,79.39,15.51,418.13,97.72,55.11,1
38.76,74.99,21.84,452.85,82.68,70.6,0
38.92,61.71,19.14,384.52,60.94,60.28,0
40.24,83.79,15.56,364.09,108.6,28.12,1
39.25,58.2,20.77,479.78,72.63,77.92,0
38.8,58.75,21.11,480.61,72.88,71.13,0
38.48,47.49,26.77,535.56,57.38,62.82,0
38.07,51.17,24.09,499.5,65.8,78.15,0
38.48,55.06,23.27,527.37,58.63,72.08,0
40.23,83.85,10.71,472.05,79.74,44.11,1
40.72,76.4,11.73,417.02,94.66,29.6,1
38.47,59.11,19.71,509.26,68.95,68.31,0
38.28,58.52,17.41,555.91,67.69,72.46,0
38.6,67.6,29.28,440.19,76.74,79.73,0
38.16,51.57,20.19,477.76,65.44,67.39,0
38.32,53.9,18.47,477.56,76.83,63.53,0
39.61,86.36,6.41,434.47,93.52,36.09,1
38.3,49.35,24.58,445.98,65.63,72.34,0
40.62,70.5,2.3,426.29,83.5,29.42,1
39.47,69.49,6.95,425.41,82.93,48.61,1
39.7,84.13,12.49,419.97,95.84,40.87,1
39.26,85.27,11.54,300.0,77.53,45.05,1
38.51,64.36,15.03,495.34,69.28,33.55,1
38.43,42.77,26.13,544.17,70.46,77.48,0
38.46,40.61,24.69,481.97,67.54,70.9,0
37.59,88.06,6.3,458.31,87.26,71.23,1
39.19,86.6,5.0,438.03,81.73,26.45,1
38.52,71.36,22.76,453.31,67.45,77.48,0
38.4,54.52,23.4,418.2,66.82,64.09,0
40.0,59.25,10.64,420.29,85.75,13.89,1
40.32,74.14,14.2,467.1,69.85,57.07,1
40.73,69.18,15.64,434.6,80.93,27.64,1
38.54,46.7,22.96,499.74,67.89,67.61,0
38.78,65.89,22.76,455.67,71.97,86.12,0
38.38,63.15,26.36,473.99,70.16,67.84,0
38.65,58.82,21.81,510.56,71.99,62.95,0
39.34,87.14,10.13,466.11,77.07,37.75,1
